sentiment,text
negative,@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.
negative,@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!
negative,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!
negative,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!
negative,@united if our already rescheduled flight is Cancelled Flightled is our hotel room paid for?
negative,@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk
negative,@AmericanAir I don't like making a scene but this hasn't been addressed properly. Please have them do that.
neutral,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out
positive,@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊
positive,@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace
negative,"@USAirways the only way to assist, is to actually answer the phone."
negative,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow."
negative,@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07
negative,"@USAirways Website won't let me change online even though airline issued travel advisory, now on hold for 50 minutes. Help."
positive,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.
negative,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???
neutral,@SouthwestAir @livvyports16 and I became best friends Bcuz of @Imaginedragons is there any other way?
negative,@USAirways but you guys switched me and didn't inform me of the chathes
negative,@AmericanAir Close down
positive,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!
negative,"@AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer..."
negative,@AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled!
negative,@SouthwestAir flight to San Diego is delayed per usual.. take me home!
negative,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks"
negative,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?"""
neutral,"@AmericanAir the dinner and called me ""hon"". Not the service I would expect from 1st class.  #disappointed"
negative,@USAirways WORST customer service ever!!!
negative,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv"
negative,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..
negative,@USAirways great. I just called your fucking phone number and she hung up on me
negative,@AmericanAir tried that and can't get through.
negative,"All followers please note that @USAirways is not taking customer service calls, nor responding by helping via soc. media #dontflyusairways"
negative,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!
neutral,"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque."""
negative,@USAirways Cool. Now @SweetingR has been told you can't re-route his bags after he was told to leave them last night. He needs them to race.
negative,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.
neutral,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf
negative,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on"
negative,@united that would have been nice earlier  today. Too Late Flight now. I hope.
negative,@united why would a person take hours and hours of wait time just to tell a lie
positive,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
negative,@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat
positive,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!"
negative,"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting."
positive,@united has the best pilots ever Thank you guys for the great trip #thatisall
negative,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.
neutral,@USAirways so it's a $25.00 bag fee for a golf bag on a domestic flight?
positive,@JetBlue incredible PR team. 👏👏👏👏
positive,@JetBlue okay thank you! I'll check with them again!
negative,@SouthwestAir I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...
negative,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT?
positive,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper"
neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
negative,@americanair been calling your for 4+ hours to reschedule a flight to #DFW due to weather and your won't even let me stay on hold.....
neutral,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem
negative,@united How about free wifi when your flights delayed? Only 20 mins allowed!
negative,@JetBlue tells me $130 paid &amp; confirmed flight will now cost me $566.80 CASH ONLY @ airport  22 hours before my flight  #RIPOFF #NoSupport
negative,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap
negative,@AmericanAir She could even see that I had tried to make the transaction but wouldn't offer me the price I'd tried to purchase it at.
negative,@SouthwestAir it's ok I was supposed to be in California 5hrs ago
positive,@USAirways Will do. I appreciate the response.
negative,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.
neutral,@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭
negative,"@USAirways is it policy to tell customers ""We can't help you?"" I'm sorry but this is unacceptable"
negative,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
negative,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?
negative,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.
negative,@united That was the problem.  We were being told the aircraft was on its way.
negative,"@SouthwestAir There is no option just to Cancelled Flight? I don't want to change flight, I want to Cancelled Flight."
neutral,@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx
neutral,"@USAirways is there an additional charge for a golf bag with clubs , shoes, and golf balls, if that's the only piece of luggage you check?"
negative,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail
neutral,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
negative,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten
negative,@JetBlue i appreciate that. When i flew with you in January the check engine light came on right before take off. Now it is a computer.
positive,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
positive,@JetBlue Thank you guys! Brilliant customer service
